Thành phố,Quốc gia,Đánh giá chất lượng,Chỉ số không khí,Nồng độ bụi(pm10),Chỉ số Ozon,Chỉ số NO2,Chỉ số CO,Chỉ số SO2,Áp suất khí quyển,Độ ẩm,Ngày,Thời gian,Catching
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,31,12,-1,23,-1,-1,1013,71,2025-11-11,2025-11-11 15:13:03,2025-11-11 15:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,31,12,-1,23,-1,-1,1013,71,2025-11-11,2025-11-11 15:13:03,2025-11-11 15:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,31,12,-1,23,-1,-1,1013,73,2025-11-11,2025-11-11 15:17:21,2025-11-11 15:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,32,13,-1,22,-1,-1,1014,81,2025-11-11,2025-11-11 15:59:52,2025-11-11 15:50:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,29,13,-1,12,-1,-1,1011,81,2025-11-12,2025-11-12 07:54:07,2025-11-12 07:50:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,29,13,-1,12,-1,-1,1011,81,2025-11-12,2025-11-12 07:54:07,2025-11-12 07:50:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,29,13,-1,12,-1,-1,1011,81,2025-11-12,2025-11-12 08:15:22,2025-11-12 08:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,29,13,-1,12,-1,-1,1011,78,2025-11-12,2025-11-12 08:19:56,2025-11-12 08:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,29,13,-1,12,-1,-1,1011,78,2025-11-12,2025-11-12 08:23:02,2025-11-12 08:20:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,27,11,-1,11,-1,-1,1010,67,2025-11-12,2025-11-12 14:16:39,2025-11-12 14:10:00
Düsseldorf - Đức,DE,Trung bình - nhóm nhạy cảm chú ý,27,11,-1,11,-1,-1,1010,67,2025-11-12,2025-11-12 14:16:39,2025-11-12 14:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,6,19,3,1,1,992,68,2025-10-23,2025-10-23 15:12:07,2025-10-23 15:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,6,19,3,1,1,992,68,2025-10-23,2025-10-23 15:16:22,2025-10-23 15:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,6,19,3,1,1,992,68,2025-10-23,2025-10-23 15:24:26,2025-10-23 15:20:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,6,19,3,1,1,992,68,2025-10-23,2025-10-23 15:33:25,2025-10-23 15:30:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,14,7,9,20,2,1,994,87,2025-10-24,2025-10-24 09:34:29,2025-10-24 09:30:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,14,7,9,20,2,1,994,87,2025-10-24,2025-10-24 09:34:29,2025-10-24 09:30:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,7,4,25,1,-1,0,999,74,2025-10-25,2025-10-25 02:03:55,2025-10-25 02:00:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,7,4,25,1,-1,0,999,74,2025-10-25,2025-10-25 02:03:55,2025-10-25 02:00:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,15,4,13,4,-1,0,1003,93,2025-11-05,2025-11-05 07:01:40,2025-11-05 07:00:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,15,4,13,4,-1,0,1003,93,2025-11-05,2025-11-05 07:01:40,2025-11-05 07:00:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,17,5,5,11,0,0,1003,93,2025-11-05,2025-11-05 08:05:33,2025-11-05 08:00:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,4,7,6,0,0,1002,92,2025-11-06,2025-11-06 02:21:22,2025-11-06 02:20:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,10,4,7,6,0,0,1002,92,2025-11-06,2025-11-06 02:21:22,2025-11-06 02:20:00
Edinburgh - Scotland,GB,Không lành mạnh - mọi người có thể bị ảnh hưởng,56,20,3,15,-1,0,1004,92,2025-11-06,2025-11-06 14:12:29,2025-11-06 14:10:00
Edinburgh - Scotland,GB,Không lành mạnh - mọi người có thể bị ảnh hưởng,56,20,3,15,-1,0,1004,92,2025-11-06,2025-11-06 14:12:29,2025-11-06 14:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,6,4,18,8,1,0,999,87,2025-11-11,2025-11-11 09:27:33,2025-11-11 09:20:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,6,4,18,8,1,0,999,87,2025-11-11,2025-11-11 09:27:34,2025-11-11 09:20:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,8,5,14,11,-1,0,999,87,2025-11-11,2025-11-11 10:16:46,2025-11-11 10:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,8,5,14,11,-1,0,999,87,2025-11-11,2025-11-11 10:19:55,2025-11-11 10:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,8,5,14,11,-1,0,999,87,2025-11-11,2025-11-11 10:30:37,2025-11-11 10:30:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,7,4,22,4,-1,0,994,91,2025-11-11,2025-11-11 15:12:53,2025-11-11 15:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,7,4,22,4,-1,0,994,91,2025-11-11,2025-11-11 15:12:53,2025-11-11 15:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,7,4,22,4,1,0,994,91,2025-11-11,2025-11-11 15:17:12,2025-11-11 15:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,4,2,16,6,-1,0,993,92,2025-11-11,2025-11-11 15:59:43,2025-11-11 15:50:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,16,7,29,1,-1,0,994,78,2025-11-12,2025-11-12 07:53:56,2025-11-12 07:50:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,16,7,29,1,-1,0,994,78,2025-11-12,2025-11-12 07:53:56,2025-11-12 07:50:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,16,7,29,1,-1,0,994,78,2025-11-12,2025-11-12 08:15:13,2025-11-12 08:10:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,16,7,29,1,0,0,994,78,2025-11-12,2025-11-12 08:19:47,2025-11-12 08:10:00
Edinburgh - Scotland,GB,Trung bình - nhóm nhạy cảm chú ý,16,7,29,1,0,0,994,78,2025-11-12,2025-11-12 08:22:53,2025-11-12 08:20:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,8,4,25,2,1,0,998,78,2025-11-12,2025-11-12 14:16:30,2025-11-12 14:10:00
Edinburgh - Scotland,GB,Tốt - ít tác động sức khỏe,8,4,25,2,1,0,998,78,2025-11-12,2025-11-12 14:16:30,2025-11-12 14:10:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,23,12,34,1,1,0,1002,91,2025-11-13,2025-11-13 07:06:05,2025-11-13 07:00:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,23,12,34,1,1,0,1002,91,2025-11-13,2025-11-13 07:06:05,2025-11-13 07:00:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,13,7,32,4,-1,0,1010,88,2025-11-13,2025-11-13 14:04:42,2025-11-13 14:00:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,13,7,32,4,-1,0,1010,88,2025-11-13,2025-11-13 14:04:42,2025-11-13 14:00:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,20,11,29,2,-1,0,1015,81,2025-11-14,2025-11-14 01:38:51,2025-11-14 01:30:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,20,11,29,2,-1,0,1015,81,2025-11-14,2025-11-14 01:38:56,2025-11-14 01:30:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,13,8,33,1,1,0,1015,80,2025-11-14,2025-11-14 06:57:44,2025-11-14 06:50:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,21,12,34,0,1,0,1018,73,2025-11-15,2025-11-15 06:32:06,2025-11-15 06:30:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,21,12,34,0,1,0,1018,73,2025-11-15,2025-11-15 06:32:06,2025-11-15 06:30:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,21,13,31,1,-1,0,1017,73,2025-11-15,2025-11-15 15:15:32,2025-11-15 15:10:00
Edinburgh - Scotland,Anh,Trung bình - nhóm nhạy cảm chú ý,21,13,31,1,-1,0,1017,73,2025-11-15,2025-11-15 15:15:32,2025-11-15 15:10:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,31,-1,25,0,1,1023,67,2025-11-13,2025-11-13 07:06:18,2025-11-13 07:00:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,31,-1,25,0,1,1023,67,2025-11-13,2025-11-13 07:06:18,2025-11-13 07:00:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,65,26,-1,22,0,0,1024,68,2025-11-13,2025-11-13 14:04:55,2025-11-13 14:00:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,65,26,-1,22,0,0,1024,68,2025-11-13,2025-11-13 14:04:55,2025-11-13 14:00:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,65,26,-1,22,0,0,1024,68,2025-11-14,2025-11-14 01:39:13,2025-11-14 01:30:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,65,26,-1,22,0,0,1024,68,2025-11-14,2025-11-14 01:39:15,2025-11-14 01:30:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,65,26,-1,22,0,0,1024,68,2025-11-14,2025-11-14 06:57:57,2025-11-14 06:50:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,24,-1,17,0,1,1021,67,2025-11-15,2025-11-15 06:32:19,2025-11-15 06:30:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,24,-1,17,0,1,1021,67,2025-11-15,2025-11-15 06:32:19,2025-11-15 06:30:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,24,-1,17,0,1,1016,68,2025-11-15,2025-11-15 15:15:45,2025-11-15 15:10:00
Florence,Ý,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,24,-1,17,0,1,1016,68,2025-11-15,2025-11-15 15:15:45,2025-11-15 15:10:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,999,77,2025-10-23,2025-10-23 15:12:21,2025-10-23 15:10:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,999,77,2025-10-23,2025-10-23 15:16:35,2025-10-23 15:10:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,999,77,2025-10-23,2025-10-23 15:24:39,2025-10-23 15:20:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,999,77,2025-10-23,2025-10-23 15:33:39,2025-10-23 15:30:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,1001,72,2025-10-24,2025-10-24 09:34:42,2025-10-24 09:30:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,-1,18,0,0,1001,72,2025-10-24,2025-10-24 09:34:42,2025-10-24 09:30:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,34,16,-1,12,0,0,1008,52,2025-10-25,2025-10-25 02:04:08,2025-10-25 02:00:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,34,16,-1,12,0,0,1008,52,2025-10-25,2025-10-25 02:04:08,2025-10-25 02:00:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,17,10,-1,14,0,0,1024,93,2025-11-05,2025-11-05 07:01:53,2025-11-05 07:00:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,17,10,-1,14,0,0,1024,93,2025-11-05,2025-11-05 07:01:54,2025-11-05 07:00:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,17,10,-1,14,0,0,1024,93,2025-11-05,2025-11-05 08:05:47,2025-11-05 08:00:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,25,12,-1,18,0,0,1022,56,2025-11-06,2025-11-06 02:21:36,2025-11-06 02:20:00
Florence - Ý,IT,Trung bình - nhóm nhạy cảm chú ý,25,12,-1,18,0,0,1022,56,2025-11-06,2025-11-06 02:21:36,2025-11-06 02:20:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,21,-1,23,0,1,1014,55,2025-11-06,2025-11-06 14:12:42,2025-11-06 14:10:00
Florence - Ý,IT,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,21,-1,23,0,1,1014,55,2025-11-06,2025-11-06 14:12:42,2025-11-06 14:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,-1,14,0,0,1018,100,2025-11-11,2025-11-11 09:27:49,2025-11-11 09:20:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,-1,14,0,0,1018,100,2025-11-11,2025-11-11 09:27:50,2025-11-11 09:20:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,-1,14,0,0,1018,100,2025-11-11,2025-11-11 10:17:00,2025-11-11 10:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,-1,14,0,0,1018,100,2025-11-11,2025-11-11 10:20:11,2025-11-11 10:20:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,-1,14,0,0,1018,100,2025-11-11,2025-11-11 10:30:54,2025-11-11 10:30:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-11,2025-11-11 15:13:06,2025-11-11 15:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-11,2025-11-11 15:13:07,2025-11-11 15:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-11,2025-11-11 15:17:25,2025-11-11 15:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-11,2025-11-11 15:59:59,2025-11-11 15:50:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-12,2025-11-12 07:54:11,2025-11-12 07:50:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-12,2025-11-12 07:54:11,2025-11-12 07:50:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-12,2025-11-12 08:15:26,2025-11-12 08:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-12,2025-11-12 08:20:00,2025-11-12 08:20:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,21,-1,23,0,1,1019,63,2025-11-12,2025-11-12 08:23:06,2025-11-12 08:20:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,31,-1,25,0,1,1023,67,2025-11-12,2025-11-12 14:16:43,2025-11-12 14:10:00
Florence - Ý,IT,Không lành mạnh - mọi người có thể bị ảnh hưởng,61,31,-1,25,0,1,1023,67,2025-11-12,2025-11-12 14:16:43,2025-11-12 14:10:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,17,1,19,0,0,1003,88,2025-11-13,2025-11-13 07:06:12,2025-11-13 07:00:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,17,1,19,0,0,1003,88,2025-11-13,2025-11-13 07:06:12,2025-11-13 07:00:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,22,3,19,0,0,1003,72,2025-11-13,2025-11-13 14:04:49,2025-11-13 14:00:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,22,3,19,0,0,1003,72,2025-11-13,2025-11-13 14:04:49,2025-11-13 14:00:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,20,0,19,0,0,1001,86,2025-11-14,2025-11-14 01:39:04,2025-11-14 01:30:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,20,0,19,0,0,1001,86,2025-11-14,2025-11-14 01:39:07,2025-11-14 01:30:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,27,1,19,0,0,999,90,2025-11-14,2025-11-14 06:57:51,2025-11-14 06:50:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,23,0,19,0,0,999,83,2025-11-15,2025-11-15 06:32:13,2025-11-15 06:30:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,23,0,19,0,0,999,83,2025-11-15,2025-11-15 06:32:13,2025-11-15 06:30:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,34,0,19,0,0,999,89,2025-11-15,2025-11-15 15:15:39,2025-11-15 15:10:00
Frankfurt,Đức,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,34,0,19,0,0,999,89,2025-11-15,2025-11-15 15:15:39,2025-11-15 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,15,29,19,0,0,978,65,2025-10-23,2025-10-23 15:12:15,2025-10-23 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,15,29,19,0,0,978,65,2025-10-23,2025-10-23 15:16:29,2025-10-23 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,15,28,19,0,0,978,68,2025-10-23,2025-10-23 15:24:33,2025-10-23 15:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,15,28,19,0,0,978,68,2025-10-23,2025-10-23 15:33:32,2025-10-23 15:30:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,8,18,19,0,0,993,74,2025-10-24,2025-10-24 09:34:36,2025-10-24 09:30:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,8,18,19,0,0,993,74,2025-10-24,2025-10-24 09:34:36,2025-10-24 09:30:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,6,20,19,0,0,992,79,2025-10-25,2025-10-25 02:04:02,2025-10-25 02:00:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,6,20,19,0,0,992,79,2025-10-25,2025-10-25 02:04:02,2025-10-25 02:00:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,14,0,19,0,0,1010,90,2025-11-05,2025-11-05 07:01:47,2025-11-05 07:00:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,14,0,19,0,0,1010,90,2025-11-05,2025-11-05 07:01:47,2025-11-05 07:00:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,14,0,19,0,0,1011,89,2025-11-05,2025-11-05 08:05:40,2025-11-05 08:00:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,18,0,19,0,0,1004,95,2025-11-06,2025-11-06 02:21:30,2025-11-06 02:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,18,0,19,0,0,1004,95,2025-11-06,2025-11-06 02:21:30,2025-11-06 02:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,28,5,19,0,0,1001,70,2025-11-06,2025-11-06 14:12:36,2025-11-06 14:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,28,5,19,0,0,1001,70,2025-11-06,2025-11-06 14:12:36,2025-11-06 14:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,25,0,19,0,0,1006,95,2025-11-11,2025-11-11 09:27:41,2025-11-11 09:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,25,0,19,0,0,1006,95,2025-11-11,2025-11-11 09:27:42,2025-11-11 09:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,25,2,19,0,0,1006,90,2025-11-11,2025-11-11 10:16:53,2025-11-11 10:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,25,2,19,0,0,1006,89,2025-11-11,2025-11-11 10:20:03,2025-11-11 10:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,30,2,19,0,0,1006,89,2025-11-11,2025-11-11 10:30:46,2025-11-11 10:30:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,32,10,19,0,0,1006,78,2025-11-11,2025-11-11 15:13:00,2025-11-11 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,32,10,19,0,0,1006,78,2025-11-11,2025-11-11 15:13:00,2025-11-11 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,33,10,19,0,0,1006,80,2025-11-11,2025-11-11 15:17:19,2025-11-11 15:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,33,11,19,0,0,1006,80,2025-11-11,2025-11-11 15:59:50,2025-11-11 15:50:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,21,0,19,0,0,1006,97,2025-11-12,2025-11-12 07:54:04,2025-11-12 07:50:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,21,0,19,0,0,1006,97,2025-11-12,2025-11-12 07:54:04,2025-11-12 07:50:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,21,0,19,0,0,1006,97,2025-11-12,2025-11-12 08:15:19,2025-11-12 08:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,26,0,19,0,0,1006,97,2025-11-12,2025-11-12 08:19:54,2025-11-12 08:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,26,0,19,0,0,1006,97,2025-11-12,2025-11-12 08:23:00,2025-11-12 08:20:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,29,4,19,0,2,1004,72,2025-11-12,2025-11-12 14:16:37,2025-11-12 14:10:00
Frankfurt - Đức,DE,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,36,29,4,19,0,2,1004,72,2025-11-12,2025-11-12 14:16:37,2025-11-12 14:10:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,12,22,23,4,2,1014,66,2025-11-13,2025-11-13 07:05:51,2025-11-13 07:00:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,12,22,23,4,2,1014,66,2025-11-13,2025-11-13 07:05:51,2025-11-13 07:00:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,1,27,10,1,1016,90,2025-11-13,2025-11-13 14:04:29,2025-11-13 14:00:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,18,1,27,10,1,1016,90,2025-11-13,2025-11-13 14:04:29,2025-11-13 14:00:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,20,13,28,8,1,1018,67,2025-11-14,2025-11-14 01:38:30,2025-11-14 01:30:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,20,13,28,8,1,1018,67,2025-11-14,2025-11-14 01:38:32,2025-11-14 01:30:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,19,49,15,5,1,1015,46,2025-11-14,2025-11-14 06:57:31,2025-11-14 06:50:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,16,41,11,3,1,1023,43,2025-11-15,2025-11-15 06:31:51,2025-11-15 06:30:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,16,41,11,3,1,1023,43,2025-11-15,2025-11-15 06:31:51,2025-11-15 06:30:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,16,12,15,8,1,1026,87,2025-11-15,2025-11-15 15:15:19,2025-11-15 15:10:00
Fukuoka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,16,12,15,8,1,1026,87,2025-11-15,2025-11-15 15:15:19,2025-11-15 15:10:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,10,28,13,5,1,1021,58,2025-10-23,2025-10-23 15:11:54,2025-10-23 15:10:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,10,28,13,5,1,1021,58,2025-10-23,2025-10-23 15:16:09,2025-10-23 15:10:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,9,25,9,5,1,1021,58,2025-10-23,2025-10-23 15:24:12,2025-10-23 15:20:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,9,25,9,5,1,1021,58,2025-10-23,2025-10-23 15:33:11,2025-10-23 15:30:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,10,38,5,2,1,1020,52,2025-10-24,2025-10-24 09:34:15,2025-10-24 09:30:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,10,38,5,2,1,1020,52,2025-10-24,2025-10-24 09:34:15,2025-10-24 09:30:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,11,19,14,4,1,1018,85,2025-10-25,2025-10-25 02:03:41,2025-10-25 02:00:00
Fukuoka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,11,19,14,4,1,1018,85,2025-10-25,2025-10-25 02:03:41,2025-10-25 02:00:00
